OrderID,OrderDate, UnitCost ,Price,OrderQty, CostofSales , Sales , Profit ,Channel,PromotionName,ProductName,Manufacturer,ProductSubCategory,ProductCategory,Region,City,Country
3259,06-01-2025, $175.36 ,279,9," $1,578.27 "," $2,455.20 ", $876.93 ,Store,Asian Spring Promotion,WWI LCD20W M250 Black,Wide World Importers,Monitors,Computers,Asia,Shanghai,China
3260,07-01-2025, $147.86 ,389,16," $2,365.74 "," $5,912.80 "," $3,547.06 ",Online,European Holiday Promotion,The Phone Company PDA Handheld 4.7 inch L650 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Berlin,Germany
3262,08-01-2025, $43.30 ,139,20, $866.04 ," $2,780.00 "," $1,913.96 ",Store,No Discount,Proseware Screen 85in E1010 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,Green Bay,United States
3263,09-01-2025, $62.58 ,109,24," $1,502.00 "," $2,594.20 "," $1,092.20 ",Store,Asian Summer Promotion,Proseware Screen 80in E1010 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Asia,Urumqi,China
3264,10-01-2025, $0.85 ,0.95,20, $17.04 , $19.00 , $1.96 ,Store,No Discount,SV USB Data Cable E600 Black,Southridge Video,Computers Accessories,Computers,Asia,Tehran,Iran
3265,11-01-2025, $23.42 ,139,10, $234.22 ," $1,390.00 "," $1,155.78 ",Online,No Discount,Proseware Screen 85in E1010 White,"Proseware, Inc.",Projectors & Screens,Computers,Asia,Beijing,China
3267,12-01-2025, $141.52 ,310,20," $2,830.45 "," $6,200.00 "," $3,369.55 ",Store,No Discount,The Phone Company Smart phones Unlocked International M800 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Stoughton,United States
3271,13-01-2025, $30.44 ,78,26, $791.37 ," $2,004.60 "," $1,213.23 ",Store,Asian Holiday Promotion,Proseware Ink Jet Fax Machine E100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Canberra,Australia
3273,14-01-2025, $28.52 ,308,10, $285.17 ," $3,080.00 "," $2,794.83 ",Store,No Discount,The Phone Company Touch Screen Phones Capacitive M908 Grey,The Phone Company,Touch Screen Phones ,Cell phones,North America,Bar Harbor,United States
3274,15-01-2025, $5.92 ,75.99,10, $59.20 , $759.90 , $700.70 ,Store,No Discount,SV 40GB USB2.0 Portable Hard Disk E400 Red,Southridge Video,Computers Accessories,Computers,North America,Alexandria,United States
3276,16-01-2025, $80.35 ,186.9,20," $1,606.96 "," $3,738.00 "," $2,131.04 ",Online,No Discount,A. Datum Bridge Digital Camera M300 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
3277,17-01-2025, $0.48 ,17.99,13, $6.27 , $225.77 , $219.51 ,Reseller,Asian Holiday Promotion,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
3278,18-01-2025, $79.89 ,136,12, $958.65 ," $1,603.44 ", $644.79 ,Store,European Spring Promotion,Proseware All-In-One Photo Printer M200 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Lisbon,Portugal
3283,19-01-2025, $16.44 ,16.99,6, $98.65 , $98.54 , $-0.11 ,Store,North America Holiday Promotion,Contoso 3 Handset Cordless Phone System E30 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Minden,United States
3284,20-01-2025, $13.61 ,55,13, $176.91 , $690.25 , $513.34 ,Online,Asian Holiday Promotion,SV 2GB Laptop memory E800 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
3285,21-01-2025, $7.53 ,95,36, $271.08 ," $3,377.25 "," $3,106.17 ",Online,North America Spring Promotion,Contoso Telephoto Conversion Lens M350 Blue,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Bethesda,United States
3287,22-01-2025, $281.33 ,673,8," $2,250.62 "," $5,249.40 "," $2,998.78 ",Reseller,European Holiday Promotion,Contoso SLR Camera X144 Gold,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Europe,Paris,France
3294,23-01-2025, $16.36 ,28.99,12, $196.27 , $336.28 , $140.02 ,Online,Asian Summer Promotion,Contoso Hybrid system M60 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Beijing,China
3295,24-01-2025, $196.73 ,499,9," $1,770.55 "," $4,291.40 "," $2,520.85 ",Reseller,European Back-to-Scholl Promotion,WWI Projector 480p DLP12 White,Wide World Importers,Projectors & Screens,Computers,Europe,Paris,France
3296,25-01-2025, $34.82 ,231,26, $905.40 ," $5,821.20 "," $4,915.80 ",Reseller,North America Holiday Promotion,A. Datum Full Frame Digital Camera X300 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Seattle,United States
3298,26-01-2025, $112.77 ,469,30," $3,383.17 "," $14,070.00 "," $10,686.83 ",Store,No Discount,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Desktops,Computers,Europe,Knotty Ash,United Kingdom
3299,27-01-2025, $347.23 ,599,12," $4,166.74 "," $7,128.10 "," $2,961.36 ",Reseller,North America Back-to-School Promotion,Adventure Works Laptop16 M1601 Silver,Adventure Works,Laptops,Computers,North America,Seattle,United States
3300,28-01-2025, $89.10 ,338,10, $890.97 ," $3,380.00 "," $2,489.03 ",Store,No Discount,"A. Datum SLR Camera 35"" M358 Blue",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Kennebunkport,United States
3301,29-01-2025, $12.71 ,268,12, $152.51 ," $3,162.40 "," $3,009.89 ",Store,Asian Summer Promotion,The Phone Company PDA GPS Phone 3.5 inch M910 Black,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Islamabad,Pakistan
3302,30-01-2025, $4.26 ,33.99,20, $85.21 , $679.80 , $594.59 ,Store,No Discount,SV 512MB Laptop memory E800 Silver,Southridge Video,Computers Accessories,Computers,Europe,Giebelstadt,Germany
3303,31-01-2025, $10.83 ,249.99,10, $108.29 ," $2,499.90 "," $2,391.61 ",Store,No Discount,WWI Wireless Transmitter and Bluetooth Headphones X250 Red,Wide World Importers,Bluetooth Headphones,Audio,Europe,Berne,Switzerland
3304,01-02-2025, $17.00 ,90,12, $203.95 ," $1,071.00 ", $867.05 ,Store,North America Back-to-School Promotion,Adventure Works CRT15 E101 Black,Adventure Works,Monitors,Computers,North America,Vancouver,Canada
3305,02-02-2025, $65.20 ,69,26," $1,695.15 "," $1,766.40 ", $71.25 ,Online,North America Holiday Promotion,Proseware CRT19 E201 Black,"Proseware, Inc.",Monitors,Computers,North America,Bethesda,United States
3306,03-02-2025, $12.66 ,293,12, $151.92 ," $3,398.80 "," $3,246.88 ",Store,Asian Summer Promotion,Contoso Touch Screen Phones SAW/On-wall M806 Black,"Contoso, Ltd",Touch Screen Phones ,Cell phones,Asia,Damascus,Syria
3307,04-02-2025, $18.69 ,39.9,10, $186.86 , $399.00 , $212.14 ,Store,No Discount,Contoso Leather Case - case for digital photo camera X20 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Spokane,United States
3308,05-02-2025, $132.54 ,411,9," $1,192.87 "," $3,699.00 "," $2,506.13 ",Store,North America Spring Promotion,Fabrikam Budget Movie-Maker 1/3'' 8.5mm E200 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Edgerton,United States
3309,06-02-2025, $20.98 ,328,5, $104.91 ," $1,640.00 "," $1,535.09 ",Store,No Discount,"Fabrikam SLR Camera 35"" M358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Calgary,Canada
3311,07-02-2025, $0.03 ,22,9, $0.23 , $195.80 , $195.57 ,Store,North America Spring Promotion,Contoso 4-Line Expandable Cordless Phone System M900 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Aurora,United States
3312,08-02-2025, $25.20 ,268,9, $226.80 ," $2,371.80 "," $2,145.00 ",Store,North America Spring Promotion,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Madison,United States
3313,09-02-2025," $1,063.73 ",2295,24," $25,529.42 "," $54,276.75 "," $28,747.33 ",Online,European Spring Promotion,Contoso Projector 1080p X980 Silver,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Berlin,Germany
3314,10-02-2025, $53.19 ,999,10, $531.87 ," $9,990.00 "," $9,458.13 ",Store,No Discount,WWI Projector 720p DLP56 Black,Wide World Importers,Projectors & Screens,Computers,North America,East Troy,United States
3315,11-02-2025, $1.54 ,13.5,5, $7.68 , $67.50 , $59.82 ,Store,No Discount,Contoso Education Supplies Bundle E200 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Syracuse,United States
3316,12-02-2025, $239.22 ,432,9," $2,152.95 "," $3,758.40 "," $1,605.45 ",Online,European Back-to-Scholl Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Berlin,Germany
3317,13-02-2025, $12.70 ,47.95,18, $228.57 , $824.74 , $596.17 ,Store,Asian Spring Promotion,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Bluetooth Headphones,Audio,Asia,Yerevan,Armenia
3318,14-02-2025, $614.74 ,850,12," $7,376.90 "," $10,200.00 "," $2,823.10 ",Store,North America Back-to-School Promotion,Fabrikam Business Videographer 2/3'' 17mm M280 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Green Bay,United States
3320,15-02-2025, $14.66 ,16.5,10, $146.58 , $165.00 , $18.42 ,Store,No Discount,Contoso Notebook Peripheral Kit M69 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Annapolis,United States
3322,16-02-2025, $138.95 ,301,20," $2,779.03 "," $6,020.00 "," $3,240.97 ",Online,No Discount,The Phone Company Sharp Touch Screen Phones M910 Gold,The Phone Company,Touch Screen Phones ,Cell phones,Asia,Beijing,China
3323,17-02-2025, $158.62 ,266,13," $2,062.04 "," $3,351.60 "," $1,289.56 ",Store,North America Holiday Promotion,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Fort Collins,United States
3324,18-02-2025, $43.80 ,116,13, $569.35 ," $1,461.60 ", $892.25 ,Store,North America Holiday Promotion,Proseware Mobile Receipt and Document Scanner M200 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Loveland,United States
3325,19-02-2025, $388.32 ,410,9," $3,494.85 "," $3,608.00 ", $113.15 ,Reseller,North America Spring Promotion,Fabrikam Budget Moviemaker 2/3'' 17mm E100 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Seattle,United States
3326,20-02-2025, $20.31 ,44,4, $81.25 , $173.80 , $92.55 ,Online,North America Spring Promotion,SV Keyboard E10 Grey,Southridge Video,Computers Accessories,Computers,North America,Bethesda,United States
3327,21-02-2025, $593.16 ,980,10," $5,931.65 "," $9,800.00 "," $3,868.35 ",Store,No Discount,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Lewiston,United States
3328,22-02-2025, $4.20 ,259,5, $21.02 ," $1,295.00 "," $1,273.98 ",Store,No Discount,SV Car Video TFT6.2W E6281 Brown,Southridge Video,Car Video,TV and Video,North America,Attleboro,United States
3329,23-02-2025, $172.06 ,229.9,18," $3,097.12 "," $4,069.23 ", $972.11 ,Store,North America Back-to-School Promotion,WWI Desktop PC1.80 E1800 Brown,Wide World Importers,Desktops,Computers,North America,Edgerton,United States
3331,24-02-2025, $119.13 ,219,13," $1,548.73 "," $2,715.60 "," $1,166.87 ",Store,North America Holiday Promotion,Contoso DVD Recorder L230 Grey,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Littleton,United States
3334,25-02-2025, $23.87 ,208,12, $286.49 ," $2,412.80 "," $2,126.31 ",Store,Asian Summer Promotion,The Phone Company Smart phones 160x160 M26 Pink,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Sydney,Australia
3335,26-02-2025, $35.41 ,229,24, $849.76 ," $5,447.91 "," $4,598.15 ",Online,European Spring Promotion,Proseware Projector 480p LCD12 Silver,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Berlin,Germany
3337,27-02-2025, $192.27 ,627,9," $1,730.46 "," $5,580.30 "," $3,849.84 ",Store,North America Spring Promotion,A. Datum SLR Camera X138 Silver Grey,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Vancouver,Canada
3338,28-02-2025, $2.94 ,229,12, $35.25 ," $2,748.00 "," $2,712.75 ",Catalog,North America Back-to-School Promotion,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,North Harford,United States
3339,01-03-2025, $167.51 ,268,12," $2,010.14 "," $3,216.00 "," $1,205.86 ",Store,North America Back-to-School Promotion,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Stoughton,United States
3340,02-03-2025, $5.82 ,27.9,12, $69.86 , $329.22 , $259.36 ,Store,North America Back-to-School Promotion,Contoso Connectivity Starter Kit Smart Buy M680 White,"Contoso, Ltd",Computers Accessories,Computers,North America,New Bedford,United States
3341,03-03-2025, $143.63 ,259,36," $5,170.64 "," $9,142.70 "," $3,972.06 ",Online,Asian Summer Promotion,Proseware LCD20 M200 Black,"Proseware, Inc.",Monitors,Computers,Asia,Beijing,China
3342,04-03-2025, $11.09 ,186.9,10, $110.94 ," $1,869.00 "," $1,758.06 ",Store,No Discount,A. Datum Bridge Digital Camera M300 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Fort Lauderdale,United States
3344,05-03-2025, $83.87 ,165,6, $503.20 , $940.50 , $437.30 ,Reseller,Asian Holiday Promotion,A. Datum Ultra Compact Digital Camera M190 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
3347,06-03-2025, $602.12 ,665,9," $5,419.04 "," $5,951.75 ", $532.71 ,Store,North America Spring Promotion,"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Wheat Ridge,United States
3350,07-03-2025, $122.97 ,819,10," $1,229.74 "," $8,190.00 "," $6,960.26 ",Reseller,No Discount,WWI LCD24 X300 White,Wide World Importers,Monitors,Computers,North America,Seattle,United States
3353,08-03-2025, $0.10 ,27.9,10, $1.03 , $279.00 , $277.97 ,Store,No Discount,Contoso Connectivity Starter Kit Smart Buy M680 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Hartford,United States
3355,09-03-2025, $54.91 ,109.99,4, $219.62 , $439.96 , $220.34 ,Store,North America Spring Promotion,SV DVD 7-Inch Player Portable E200 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Hingham,United States
3356,10-03-2025, $269.09 ,399,18," $4,843.69 "," $7,082.25 "," $2,238.56 ",Store,North America Spring Promotion,Contoso Home Theater System 5.1 Channel M1530 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,Falmouth,United States
3358,11-03-2025, $150.89 ,219.95,24," $3,621.30 "," $5,234.81 "," $1,613.51 ",Store,North America Back-to-School Promotion,WWI Desktop PC1.60 E1600 Silver,Wide World Importers,Desktops,Computers,North America,Hackensack,United States
3359,12-03-2025, $45.75 ,165,4, $183.02 , $643.50 , $460.48 ,Store,North America Spring Promotion,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Snoqualmie,United States
3361,13-03-2025, $8.66 ,17.99,10, $86.65 , $179.90 , $93.25 ,Store,No Discount,SV DVD 48 DVD Storage Binder M50 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Desoto,United States
3362,14-03-2025, $414.57 ,1580,12," $4,974.79 "," $18,486.00 "," $13,511.21 ",Catalog,North America Back-to-School Promotion,Fabrikam Independent filmmaker 1/2'' 3mm X300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,North Harford,United States
3363,15-03-2025, $180.89 ,259,10," $1,808.92 "," $2,590.00 ", $781.08 ,Store,No Discount,Proseware LCD20 M200 Black,"Proseware, Inc.",Monitors,Computers,North America,Toronto,Canada
3364,16-03-2025, $25.92 ,255,12, $311.05 ," $2,958.00 "," $2,646.95 ",Store,Asian Summer Promotion,Contoso 32GB Video MP3 Player M3200 Orange,"Contoso, Ltd",MP4&MP3,Audio,Asia,Shanghai,China
3365,17-03-2025, $268.61 ,369,18," $4,834.90 "," $6,605.10 "," $1,770.20 ",Reseller,European Back-to-Scholl Promotion,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Desktops,Computers,Europe,Paris,France
3366,18-03-2025, $6.77 ,16.9,4, $27.07 , $60.84 , $33.77 ,Store,European Holiday Promotion,Contoso USB Data Link - direct connect adapter E600 White,"Contoso, Ltd",Computers Accessories,Computers,Europe,Bucharest,Romania
3369,19-03-2025, $141.09 ,268,12," $1,693.05 "," $3,216.00 "," $1,522.95 ",Store,North America Back-to-School Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Azure,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Waukesha,United States
3370,20-03-2025, $8.86 ,12.99,20, $177.21 , $259.80 , $82.59 ,Store,No Discount,Contoso 512MB MP3 Player E51 Blue,"Contoso, Ltd",MP4&MP3,Audio,North America,Sebring,United States
3371,21-03-2025, $50.26 ,160,10, $502.57 ," $1,600.00 "," $1,097.43 ",Store,No Discount,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Rochester,United States
3374,22-03-2025, $59.14 ,179.99,13, $768.81 ," $2,231.88 "," $1,463.06 ",Store,North America Holiday Promotion,Contoso DVD 12-Inch Player Portable M400 White,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Fredericksburg,United States
3375,23-03-2025, $5.71 ,16.9,18, $102.69 , $299.13 , $196.44 ,Store,European Back-to-Scholl Promotion,Contoso USB Data Link-direct connect adapter E600 Black,"Contoso, Ltd",Computers Accessories,Computers,Europe,Knotty Ash,United Kingdom
3377,24-03-2025, $46.23 ,180,10, $462.35 ," $1,800.00 "," $1,337.65 ",Store,No Discount,Fabrikam Social videographer 1'' 25mm E400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Cheney,United States
3378,25-03-2025, $28.55 ,99,13, $371.13 ," $1,257.30 ", $886.17 ,Store,Asian Holiday Promotion,Proseware LCD15 E103 White,"Proseware, Inc.",Monitors,Computers,Asia,Osaka,Japan
3379,26-03-2025, $688.12 ,1580,12," $8,257.49 "," $18,802.00 "," $10,544.51 ",Store,North America Back-to-School Promotion,Fabrikam Independent Filmmaker 1/2'' 3mm X300 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Greenville,United States
3381,27-03-2025, $119.11 ,229,10," $1,191.11 "," $2,290.00 "," $1,098.89 ",Reseller,No Discount,Contoso Projector 480p M480 Black,"Contoso, Ltd",Projectors & Screens,Computers,North America,Seattle,United States
3383,28-03-2025, $18.02 ,236,10, $180.23 ," $2,360.00 "," $2,179.77 ",Store,No Discount,Proseware Slim-Design Fax Machine with Answering System X180 Green,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Milliken,United States
3384,29-03-2025, $58.57 ,59,4, $234.27 , $227.15 , $-7.12 ,Store,North America Spring Promotion,Proseware CRT17 E104 Black,"Proseware, Inc.",Monitors,Computers,North America,Fort Collins,United States
3387,30-03-2025, $195.40 ,334,20," $3,908.09 "," $6,680.00 "," $2,771.91 ",Store,No Discount,Fabrikam SLR Camera M147 Silver,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Europe,Madrid,Spain
3389,31-03-2025, $5.53 ,25.69,4, $22.12 , $98.91 , $76.78 ,Store,North America Spring Promotion,NT Bluetooth Stereo Headphones E52 Yellow,Northwind Traders,Bluetooth Headphones,Audio,North America,Toronto,Canada
3391,01-04-2025, $13.01 ,66,5, $65.04 , $330.00 , $264.96 ,Store,No Discount,SV 8xDVD E140 Black,Southridge Video,VCD & DVD,TV and Video,North America,Houston,United States
3392,02-04-2025, $215.18 ,326,24," $5,164.24 "," $7,824.00 "," $2,659.76 ",Store,North America Back-to-School Promotion,Adventure Works Laptop8.9 E0890 Black,Adventure Works,Laptops,Computers,North America,South Portland,United States
3394,03-04-2025, $68.05 ,328,4, $272.18 ," $1,246.40 ", $974.22 ,Store,European Holiday Promotion,"Fabrikam SLR Camera 35"" M358 Orange","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,Europe,Athens,Greece
3395,04-04-2025, $19.45 ,35.99,13, $252.84 , $439.08 , $186.23 ,Store,North America Holiday Promotion,Contoso Expandable 3-Handset Cordless Phone System M204 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,San Antonio,United States
3396,05-04-2025, $33.57 ,280,10, $335.73 ," $2,800.00 "," $2,464.27 ",Store,No Discount,The Phone Company PDA Palm 3.5 inch M810 Silver,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Austin,United States
3399,06-04-2025, $147.67 ,196.9,10," $1,476.66 "," $1,969.00 ", $492.34 ,Store,No Discount,A. Datum SLR-like Digital Camera M400 Silver,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Appleton,United States
3401,07-04-2025, $14.44 ,16,12, $173.28 , $176.00 , $2.72 ,Reseller,North America Holiday Promotion,Contoso Phone for MSN E200 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Seattle,United States
3402,08-04-2025, $11.33 ,41.73,6, $67.98 , $250.38 , $182.40 ,Store,North America Holiday Promotion,SV Keyboard E90 White,Southridge Video,Computers Accessories,Computers,North America,Vancouver,Canada
3404,09-04-2025, $8.95 ,369,24, $214.91 ," $8,830.17 "," $8,615.26 ",Online,European Spring Promotion,Adventure Works Desktop PC1.80 ED180 Silver,Adventure Works,Desktops,Computers,Europe,Berlin,Germany
3405,10-04-2025, $124.07 ,427,12," $1,488.83 "," $5,038.60 "," $3,549.77 ",Store,North America Back-to-School Promotion,A. Datum SLR Camera X142 Orange,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Appleton,United States
3408,11-04-2025, $3.65 ,300,12, $43.81 ," $3,570.00 "," $3,526.19 ",Store,North America Back-to-School Promotion,The Phone Company Smart phones Expert M400 White,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Thornton,United States
3409,12-04-2025, $379.59 ,482,13," $4,934.73 "," $6,169.60 "," $1,234.87 ",Store,North America Holiday Promotion,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Ottawa,Canada
3410,13-04-2025, $665.86 ,1184.97,13," $8,656.23 "," $15,049.12 "," $6,392.89 ",Store,Asian Holiday Promotion,"Adventure Works 40"" LCD HDTV M690 Brown",Adventure Works,Televisions,TV and Video,Asia,Taipei,Taiwan
3411,14-04-2025, $54.01 ,79,9, $486.13 , $711.00 , $224.87 ,Store,North America Spring Promotion,Proseware Fax Machine E100 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Greeley,United States
3414,15-04-2025, $7.94 ,41.73,6, $47.65 , $237.86 , $190.22 ,Online,Asian Summer Promotion,SV Keyboard E90 Silver,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
3416,16-04-2025, $297.43 ,627,10," $2,974.28 "," $6,270.00 "," $3,295.72 ",Store,No Discount,Fabrikam SLR Camera X149 Pink,"Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Jersey City,United States
3417,17-04-2025, $9.70 ,12.66,9, $87.27 , $113.94 , $26.67 ,Store,European Back-to-Scholl Promotion,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Europe,Leeds,United Kingdom
3419,18-04-2025, $0.38 ,46.99,9, $3.42 , $420.56 , $417.14 ,Store,North America Spring Promotion,Contoso In front of Centrex L15 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Charlottesville,United States
3421,19-04-2025, $12.74 ,59.99,5, $63.68 , $299.95 , $236.27 ,Store,No Discount,Contoso 4G MP3 Player E400 Black,"Contoso, Ltd",MP4&MP3,Audio,North America,Desoto,United States
3423,20-04-2025, $80.24 ,199.95,26," $2,086.28 "," $5,038.74 "," $2,952.46 ",Reseller,North America Holiday Promotion,WWI 2GB Pulse Smart pen M100 Silver,Wide World Importers,Recording Pen,Audio,North America,Seattle,United States
3424,21-04-2025, $85.96 ,129,4, $343.83 , $490.20 , $146.37 ,Store,North America Spring Promotion,The Phone Company Smart phones without camera E100 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Provincetown,United States
3425,22-04-2025, $22.44 ,382.95,9, $201.93 ," $3,427.40 "," $3,225.47 ",Store,North America Spring Promotion,Proseware Laptop12 M210 Black,"Proseware, Inc.",Laptops,Computers,North America,Tallahassee,United States
3426,23-04-2025, $86.13 ,289,24," $2,067.09 "," $6,875.31 "," $4,808.22 ",Reseller,European Spring Promotion,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Paris,France
3427,24-04-2025, $81.42 ,99,6, $488.52 , $514.80 , $26.28 ,Store,North America Holiday Promotion,Adventure Works LCD17 E200 White,Adventure Works,Monitors,Computers,North America,Houston,United States
3428,25-04-2025, $154.05 ,199,10," $1,540.53 "," $1,990.00 ", $449.47 ,Store,No Discount,The Phone Company Finger Touch Screen Phones M30 Black,The Phone Company,Touch Screen Phones ,Cell phones,North America,Worcester,United States
3429,26-04-2025, $251.75 ,427,10," $2,517.47 "," $4,270.00 "," $1,752.53 ",Store,No Discount,A. Datum SLR Camera X142 Orange,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Montclair,United States
3430,27-04-2025, $292.42 ,568,13," $3,801.47 "," $6,929.60 "," $3,128.13 ",Store,North America Holiday Promotion,"Contoso SLR Camera 35"" X358 Grey","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Castle Rock,United States
3431,28-04-2025, $102.96 ,190,26," $2,676.85 "," $4,769.00 "," $2,092.15 ",Reseller,Asian Holiday Promotion,Contoso Screen 100in E010 Silver,"Contoso, Ltd",Projectors & Screens,Computers,Asia,Beijing,China
3432,29-04-2025, $70.54 ,299.99,9, $634.88 ," $2,579.91 "," $1,945.04 ",Store,Asian Spring Promotion,"Adventure Works 15.6"" LCD TV M130W Black",Adventure Works,Televisions,TV and Video,Asia,Yokohama,Japan
3433,30-04-2025, $208.59 ,279,8," $1,668.73 "," $2,232.00 ", $563.27 ,Online,European Holiday Promotion,Adventure Works LCD20W M240 White,Adventure Works,Monitors,Computers,Europe,Berlin,Germany
3434,01-05-2025, $136.36 ,169.99,5, $681.79 , $849.95 , $168.16 ,Store,No Discount,"Adventure Works 20"" CRT TV E15 White",Adventure Works,Televisions,TV and Video,North America,Syracuse,United States
3437,02-05-2025, $4.07 ,22.99,8, $32.56 , $174.72 , $142.17 ,Reseller,European Holiday Promotion,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Paris,France
3439,03-05-2025, $51.34 ,186.9,9, $462.09 ," $1,532.58 "," $1,070.49 ",Reseller,Asian Spring Promotion,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Beijing,China
